orth,freq,log_freq
some,1617,7.389563954
son,166,5.123963979
song,70,4.276666119
soon,199,5.303304908
soot,1,1.098612289
soothe,2,1.386294361
sop,1,1.098612289
sore,10,2.48490665
sort,164,5.111987788
sou,1,1.098612289
souffle,1,1.098612289
sought,55,4.043051268
soul,47,3.891820298
sound,204,5.327876169
soup,16,2.890371758
sour,3,1.609437912
source,94,4.564348191
south,240,5.488937726
sow,3,1.609437912
sown,3,1.609437912
soy,1,1.098612289
spa,2,1.386294361
space,184,5.225746674
spade,10,2.48490665
span,19,3.044522438
spare,23,3.218875825
spark,12,2.63905733
sparse,5,1.945910149
spat,9,2.397895273
spate,2,1.386294361
speak,110,4.718498871
spear,7,2.197224577
spec,1,1.098612289
speck,7,2.197224577
sped,9,2.397895273
speech,61,4.143134726
speed,83,4.442651256
speer,1,1.098612289
spell,19,3.044522438
spend,53,4.007333185
spent,104,4.663439094
sphere,22,3.17805383
sphinx,1,1.098612289
spice,4,1.791759469
spike,2,1.386294361
spill,1,1.098612289
spin,5,1.945910149
spine,6,2.079441542
spire,5,1.945910149
spit,11,2.564949357
spite,56,4.060443011
spittle,2,1.386294361
splash,3,1.609437912
spleen,2,1.386294361
splice,1,1.098612289
split,30,3.465735903
splurge,1,1.098612289
spoil,3,1.609437912
spoke,87,4.48863637
sponge,7,2.197224577
spoof,1,1.098612289
spoon,6,2.079441542
sport,17,2.944438979
spot,57,4.077537444
spouse,3,1.609437912
spout,1,1.098612289
sprang,13,2.708050201
sprawl,3,1.609437912
spray,16,2.890371758
spread,83,4.442651256
spree,4,1.791759469
sprig,1,1.098612289
spring,127,4.859812404
sprite,1,1.098612289
sprout,1,1.098612289
spruce,5,1.945910149
sprue,2,1.386294361
sprung,8,2.302585093
spume,1,1.098612289
spun,16,2.890371758
spur,13,2.708050201
spurt,2,1.386294361
spy,9,2.397895273
squad,18,2.995732274
squall,7,2.197224577
square,143,4.976733742
squash,2,1.386294361
squat,7,2.197224577
squaw,1,1.098612289
squawk,1,1.098612289
squeak,1,1.098612289
squeal,1,1.098612289
squeeze,11,2.564949357
squint,1,1.098612289
squire,5,1.945910149
squirt,1,1.098612289
stab,3,1.609437912
stack,9,2.397895273
staff,113,4.744932128
stag,8,2.302585093
stage,174,5.170483995
staid,1,1.098612289
stain,6,2.079441542
stair,2,1.386294361
stake,20,3.091042453
stale,4,1.791759469
stall,18,2.995732274
stamp,8,2.302585093
stance,6,2.079441542
stanch,1,1.098612289
stand,148,5.010635294
staple,1,1.098612289
star,25,3.295836866
starch,4,1.791759469
stare,14,2.772588722
stark,7,2.197224577
starr,1,1.098612289
start,154,5.049856007
startle,1,1.098612289
starve,1,1.098612289
state,808,6.697034248
staunch,3,1.609437912
stave,2,1.386294361
stay,113,4.744932128
staying,17,2.944438979
stead,5,1.945910149
steak,10,2.48490665
steal,5,1.945910149
stealth,5,1.945910149
steam,17,2.944438979
steed,1,1.098612289
steel,45,3.850147602
steep,13,2.708050201
steer,9,2.397895273
stein,18,2.995732274
stem,29,3.433987204
stench,1,1.098612289
step,131,4.890349128
stern,23,3.218875825
stew,5,1.945910149
stick,39,3.713572067
stiff,21,3.135494216
stifle,2,1.386294361
still,782,6.66440902
sting,5,1.945910149
stink,3,1.609437912
stint,6,2.079441542
stir,7,2.197224577
stitch,3,1.609437912
stock,147,5.003946306
stole,10,2.48490665
stone,58,4.094344562
stood,212,5.365976015
stool,8,2.302585093
stoop,4,1.791759469
stop,120,4.804021045
store,74,4.33073334
storm,26,3.33220451
stout,3,1.609437912
stove,15,2.833213344
strafe,2,1.386294361
straggle,2,1.386294361
straight,114,4.753590191
strain,31,3.496507561
strait,5,1.945910149
strand,7,2.197224577
strange,84,4.454347296
strap,2,1.386294361
straw,15,2.833213344
stray,12,2.63905733
streak,10,2.48490665
stream,51,3.970291914
street,244,5.505331536
strength,136,4.927253685
stress,107,4.691347882
stretch,26,3.33220451
strict,11,2.564949357
stride,16,2.890371758
strife,6,2.079441542
strike,50,3.951243719
string,19,3.044522438
strip,30,3.465735903
stripe,4,1.791759469
strive,7,2.197224577
strode,10,2.48490665
stroke,19,3.044522438
stroll,4,1.791759469
strong,202,5.318119994
strove,4,1.791759469
struck,59,4.110873864
strung,4,1.791759469
strut,3,1.609437912
stub,3,1.609437912
stubble,2,1.386294361
stuck,23,3.218875825
stud,7,2.197224577
stuff,32,3.526360525
stump,2,1.386294361
stung,2,1.386294361
stunk,1,1.098612289
stunt,1,1.098612289
style,98,4.605170186
suave,2,1.386294361
sub,5,1.945910149
such,1303,7.17395832
suck,5,1.945910149
suds,9,2.397895273
sue,18,2.995732274
suing,1,1.098612289
suit,48,3.912023005
suite,27,3.36729583
sum,45,3.850147602
sun,112,4.736198448
sung,18,2.995732274
sunk,6,2.079441542
sunt,1,1.098612289
sup,1,1.098612289
sure,264,5.583496309
surf,1,1.098612289
surge,9,2.397895273
svelte,1,1.098612289
swam,6,2.079441542
swamp,5,1.945910149
swan,3,1.609437912
swank,1,1.098612289
swap,2,1.386294361
swarm,3,1.609437912
swart,1,1.098612289
swath,1,1.098612289
sway,5,1.945910149
swayed,9,2.397895273
swaying,3,1.609437912
swear,10,2.48490665
sweat,23,3.218875825
sweep,15,2.833213344
sweet,70,4.276666119
swell,7,2.197224577
swept,34,3.583518938
swerve,2,1.386294361
swift,32,3.526360525
swig,2,1.386294361
swim,15,2.833213344
swine,3,1.609437912
swing,24,3.258096538
swipe,2,1.386294361
swirl,2,1.386294361
swiss,14,2.772588722
switch,43,3.80666249
swoop,2,1.386294361
sword,7,2.197224577
swore,14,2.772588722
sworn,5,1.945910149
swum,1,1.098612289
swung,48,3.912023005
t,32,3.526360525
tab,1,1.098612289
tack,4,1.791759469
tact,6,2.079441542
taft,1,1.098612289
tag,5,1.945910149
tail,24,3.258096538
taint,1,1.098612289
take,611,6.418364936
tale,21,3.135494216
talk,154,5.049856007
tall,55,4.043051268
tame,5,1.945910149
tamp,1,1.098612289
tan,9,2.397895273
tang,4,1.791759469
tank,12,2.63905733
tap,18,2.995732274
tape,35,3.610917913
tar,12,2.63905733
tart,7,2.197224577
task,60,4.127134385
taste,59,4.110873864
tat,1,1.098612289
tau,1,1.098612289
taught,50,3.951243719
taunt,4,1.791759469
taut,8,2.302585093
tax,197,5.293304825
tea,28,3.401197382
teach,41,3.761200116
team,83,4.442651256
tear,11,2.564949357
tease,6,2.079441542
ted,7,2.197224577
tee,5,1.945910149
teen,6,2.079441542
teens,5,1.945910149
teeth,103,4.65396035
tell,268,5.598421959
temple,38,3.688879454
tempt,2,1.386294361
ten,165,5.117993812
tend,43,3.80666249
tense,15,2.833213344
tent,20,3.091042453
tenth,7,2.197224577
ter,1,1.098612289
term,79,4.394449155
terse,2,1.386294361
test,119,4.795790546
text,60,4.127134385
than,1789,7.490529402
thank,36,3.63758616
thar,2,1.386294361
that,10595,9.268326221
thaw,6,2.079441542
the,69971,11.15586473
thee,17,2.944438979
theft,10,2.48490665
their,2670,7.890582535
theirs,21,3.135494216
them,1789,7.490529402
theme,55,4.043051268
then,1377,7.229113878
thence,6,2.079441542
there,2724,7.910590612
these,1573,7.362010551
they,3618,8.194229305
thick,67,4.234106505
thief,8,2.302585093
thigh,9,2.397895273
thimble,1,1.098612289
thin,92,4.543294782
thine,1,1.098612289
thing,333,5.814130532
think,433,6.075346031
third,190,5.257495372
thirst,4,1.791759469
this,5146,8.546363569
tho,1,1.098612289
thong,1,1.098612289
thor,9,2.397895273
thorn,3,1.609437912
thorp,2,1.386294361
thorpe,4,1.791759469
those,850,6.747586527
thou,14,2.772588722
though,442,6.095824562
thought,515,6.248042875
thrash,1,1.098612289
thread,15,2.833213344
threat,42,3.784189634
three,610,6.416732283
threw,46,3.871201011
thrice,1,1.098612289
thrift,5,1.945910149
thrill,5,1.945910149
thrive,1,1.098612289
throat,51,3.970291914
throne,5,1.945910149
throng,3,1.609437912
through,969,6.878326468
throw,42,3.784189634
thrown,40,3.737669618
thrush,2,1.386294361
thrust,22,3.17805383
thud,3,1.609437912
thug,1,1.098612289
thule,1,1.098612289
thumb,10,2.48490665
thump,3,1.609437912
thus,312,5.749392986
thwack,1,1.098612289
thwart,3,1.609437912
thy,12,2.63905733
tick,3,1.609437912
tide,11,2.564949357
tie,23,3.218875825
tift,1,1.098612289
tight,28,3.401197382
tile,16,2.890371758
till,50,3.951243719
tilt,5,1.945910149
tilth,1,1.098612289
timbre,2,1.386294361
time,1599,7.378383713
tin,12,2.63905733
tint,1,1.098612289
tip,22,3.17805383
tipple,1,1.098612289
tis,2,1.386294361
title,77,4.369447852
titre,2,1.386294361
to,26149,10.17164271
toad,4,1.791759469
toast,19,3.044522438
toch,1,1.098612289
toe,9,2.397895273
toil,1,1.098612289
told,413,6.02827852
toll,16,2.890371758
tom,63,4.17438727
tomb,11,2.564949357
ton,13,2.708050201
tone,78,4.382026635
tong,1,1.098612289
tongs,1,1.098612289
tongue,35,3.610917913
too,832,6.726233402
took,426,6.059123196
tool,40,3.737669618
toot,3,1.609437912
tooth,20,3.091042453
top,204,5.327876169
torch,2,1.386294361
tore,15,2.833213344
torn,25,3.295836866
torque,5,1.945910149
toss,9,2.397895273
tote,1,1.098612289
touch,87,4.48863637
tough,36,3.63758616
tour,43,3.80666249
tout,1,1.098612289
tow,1,1.098612289
town,212,5.365976015
toy,4,1.791759469
toying,1,1.098612289
trace,23,3.218875825
track,38,3.688879454
tract,17,2.944438979
trade,143,4.976733742
trail,31,3.496507561
train,82,4.430816799
trait,3,1.609437912
tramp,1,1.098612289
trample,3,1.609437912
trance,4,1.791759469
trap,20,3.091042453
traps,8,2.302585093
trash,2,1.386294361
tray,18,2.995732274
tread,5,1.945910149
treat,26,3.33220451
treble,2,1.386294361
tree,59,4.110873864
trek,2,1.386294361
tremble,10,2.48490665
trench,2,1.386294361
trend,46,3.871201011
trial,134,4.912654886
tribe,4,1.791759469
trick,15,2.833213344
tried,170,5.147494477
trig,10,2.48490665
trill,3,1.609437912
trim,20,3.091042453
trip,81,4.418840608
tripe,1,1.098612289
triple,5,1.945910149
trite,2,1.386294361
troop,16,2.890371758
trot,12,2.63905733
trough,3,1.609437912
troupe,3,1.609437912
trout,4,1.791759469
troy,3,1.609437912
truant,1,1.098612289
truce,5,1.945910149
truck,57,4.077537444
true,231,5.451038454
trump,1,1.098612289
trunk,8,2.302585093
trust,52,3.988984047
truth,126,4.852030264
try,140,4.955827058
trying,163,5.105945474
tsar,1,1.098612289
tub,13,2.708050201
tube,31,3.496507561
tuck,2,1.386294361
tug,3,1.609437912
tulle,1,1.098612289
tune,10,2.48490665
turf,3,1.609437912
turk,5,1.945910149
turn,233,5.459585514
twain,1,1.098612289
tweed,5,1.945910149
twelfth,5,1.945910149
twelve,48,3.912023005
twice,74,4.33073334
twin,7,2.197224577
twinge,3,1.609437912
twist,18,2.995732274
twitch,3,1.609437912
two,1412,7.254177846
tying,5,1.945910149
type,200,5.308267697
u,91,4.532599493
ugh,1,1.098612289
um,5,1.945910149
un,2,1.386294361
uncle,57,4.077537444
up,1895,7.54802897
urge,21,3.135494216
urn,2,1.386294361
us,672,6.513230111
use,589,6.381816017
used,612,6.419994928
v,31,3.496507561
vade,2,1.386294361
vague,25,3.295836866
vail,3,1.609437912
vain,10,2.48490665
vale,4,1.791759469
valve,3,1.609437912
vamp,1,1.098612289
van,32,3.526360525
vase,4,1.791759469
vast,61,4.143134726
vault,2,1.386294361
veal,1,1.098612289
veer,2,1.386294361
veil,8,2.302585093
vein,25,3.295836866
veldt,1,1.098612289
vent,10,2.48490665
verb,4,1.791759469
verge,2,1.386294361
verse,28,3.401197382
versed,2,1.386294361
verve,4,1.791759469
vest,4,1.791759469
vet,1,1.098612289
vex,1,1.098612289
via,48,3.912023005
vic,4,1.791759469
vice,41,3.761200116
view,186,5.236441963
vile,5,1.945910149
vine,4,1.791759469
vive,1,1.098612289
viz,1,1.098612289
vogue,6,2.079441542
voice,226,5.429345629
void,10,2.48490665
vol,2,1.386294361
vote,75,4.343805422
vow,2,1.386294361
voyage,17,2.944438979
wade,2,1.386294361
wage,56,4.060443011
wail,3,1.609437912
waist,11,2.564949357
wait,94,4.564348191
waive,1,1.098612289
wake,23,3.218875825
walk,100,4.624972813
wall,160,5.087596335
walt,5,1.945910149
waltz,1,1.098612289
wan,2,1.386294361
wand,1,1.098612289
want,329,5.802118375
war,464,6.144185634
ward,25,3.295836866
ware,1,1.098612289
warm,67,4.234106505
warmth,28,3.401197382
warn,11,2.564949357
warp,4,1.791759469
wart,11,2.564949357
was,9816,9.191972715
wash,37,3.663561646
wasp,2,1.386294361
waste,35,3.610917913
watch,81,4.418840608
watt,2,1.386294361
wave,46,3.871201011
wax,14,2.772588722
way,909,6.814542897
we,2653,7.884199934
we're,61,4.143134726
weak,32,3.526360525
wealth,22,3.17805383
wear,36,3.63758616
weave,4,1.791759469
web,6,2.079441542
wed,2,1.386294361
wedge,4,1.791759469
wee,5,1.945910149
weed,1,1.098612289
week,275,5.624017506
weep,14,2.772588722
weigh,4,1.791759469
weight,91,4.532599493
weir,2,1.386294361
weird,10,2.48490665
weld,4,1.791759469
well,897,6.801283034
welsh,4,1.791759469
went,507,6.232448017
wept,9,2.397895273
were,3284,8.097426299
weren't,22,3.17805383
wert,2,1.386294361
west,235,5.468060141
wet,53,4.007333185
whack,1,1.098612289
wharf,4,1.791759469
what,1908,7.554858521
wheat,9,2.397895273
wheel,56,4.060443011
when,2331,7.754910272
whence,3,1.609437912
where,938,6.845879875
which,3562,8.178638789
whiff,1,1.098612289
whig,6,2.079441542
while,680,6.525029658
whim,2,1.386294361
whine,4,1.791759469
whip,19,3.044522438
whir,3,1.609437912
whirl,3,1.609437912
whit,1,1.098612289
white,365,5.905361848
whiz,2,1.386294361
who,2252,7.720461695
whoa,1,1.098612289
whole,309,5.739792912
whom,146,4.997212274
whoop,1,1.098612289
whoosh,1,1.098612289
whore,2,1.386294361
whose,252,5.537334267
why,404,6.00635316
wick,4,1.791759469
wide,125,4.844187086
width,14,2.772588722
wield,1,1.098612289
wife,228,5.438079309
wig,1,1.098612289
wiggle,1,1.098612289
wild,56,4.060443011
will,2244,7.716906135
wilt,3,1.609437912
win,55,4.043051268
wind,63,4.17438727
wine,72,4.304065093
wing,18,2.995732274
wink,7,2.197224577
wipe,10,2.48490665
wire,42,3.784189634
wis,1,1.098612289
wise,36,3.63758616
wish,110,4.718498871
wisp,2,1.386294361
wit,20,3.091042453
witch,5,1.945910149
with,7289,8.89439599
wobble,3,1.609437912
woe,5,1.945910149
woke,14,2.772588722
wold,1,1.098612289
wolf,6,2.079441542
womb,1,1.098612289
won,68,4.248495242
won't,105,4.672828834
wont,2,1.386294361
woo,3,1.609437912
wood,55,4.043051268
wool,10,2.48490665
wop,1,1.098612289
word,274,5.620400866
wore,65,4.204692619
work,760,6.635946556
world,787,6.670766321
worm,4,1.791759469
worn,23,3.218875825
worse,50,3.951243719
worst,34,3.583518938
worth,94,4.564348191
would,2714,7.906915489
wound,28,3.401197382
wounds,8,2.302585093
wove,3,1.609437912
wow,1,1.098612289
wrack,1,1.098612289
wrap,5,1.945910149
wrath,9,2.397895273
wreak,1,1.098612289
wreath,8,2.302585093
wreck,8,2.302585093
wrest,1,1.098612289
wrestle,2,1.386294361
wretch,1,1.098612289
wright,46,3.871201011
wring,2,1.386294361
wrist,10,2.48490665
writ,7,2.197224577
write,106,4.682131227
writhe,2,1.386294361
wrong,129,4.875197323
wrote,181,5.209486153
wrought,3,1.609437912
wry,5,1.945910149
x,1,1.098612289
y,11,2.564949357
yacht,4,1.791759469
yale,13,2.708050201
yank,7,2.197224577
yard,35,3.610917913
yarn,14,2.772588722
yawl,1,1.098612289
yawn,2,1.386294361
yaws,1,1.098612289
ye,11,2.564949357
yea,3,1.609437912
year,660,6.495265556
yearn,1,1.098612289
yeast,3,1.609437912
yell,9,2.397895273
yelp,2,1.386294361
yen,3,1.609437912
yes,144,4.983606622
yet,419,6.042632834
yield,35,3.610917913
yoke,3,1.609437912
yolk,1,1.098612289
yon,1,1.098612289
yore,2,1.386294361
york,301,5.713732806
you,3286,8.098034756
young,385,5.958424693
your,923,6.829793738
yours,25,3.295836866
youth,82,4.430816799
yow,5,1.945910149
zeal,8,2.302585093
zeme,1,1.098612289
zest,5,1.945910149
zinc,10,2.48490665
zion,6,2.079441542
zip,1,1.098612289
zone,11,2.564949357
zoo,9,2.397895273
zounds,2,1.386294361
